date,UP
2024-02-03T02:10:40,True
2024-02-03T02:10:40,True
2024-02-03T02:15:40,True
2024-02-03T02:15:40,True
2024-02-03T02:20:40,True
2024-02-03T02:20:40,True
2024-02-03T02:25:40,True
2024-02-03T02:25:40,True
2024-02-03T02:30:40,True
2024-02-03T02:35:41,True
2024-02-03T02:35:41,True
2024-02-03T02:35:41,True
2024-02-03T02:35:41,True
2024-02-03T02:45:39,True
2024-02-03T02:45:40,True
2024-02-03T02:50:40,True
2024-02-03T02:50:40,True
2024-02-03T02:50:40,True
2024-02-03T02:55:40,True
2024-02-03T02:55:40,True
2024-02-03T03:00:40,True
2024-02-03T03:00:40,True
2024-02-03T03:05:40,True
2024-02-03T03:05:40,True
2024-02-03T03:10:40,True
2024-02-03T03:10:40,True
2024-02-03T03:15:40,True
2024-02-03T03:15:40,True
2024-02-03T03:20:40,True
2024-02-03T03:25:40,True
2024-02-03T03:25:40,True
2024-02-03T03:25:40,True
2024-02-03T03:25:40,True
2024-02-03T03:35:40,True
2024-02-03T03:35:40,True
2024-02-03T03:35:40,True
2024-02-03T03:40:40,True
2024-02-03T03:40:40,True
2024-02-03T03:45:40,True
2024-02-03T03:45:40,True
2024-02-03T03:50:40,True
2024-02-03T03:55:40,True
2024-02-03T03:55:40,True
2024-02-03T03:55:40,True
2024-02-03T04:00:40,True
2024-02-03T04:00:40,True
2024-02-03T04:05:40,True
2024-02-03T04:05:40,True
2024-02-03T04:10:40,True
2024-02-03T04:10:40,True
2024-02-03T04:15:40,True
2024-02-03T04:15:40,True
2024-02-03T04:20:40,True
2024-02-03T04:20:40,True
2024-02-03T04:25:40,True
2024-02-03T04:30:40,True
2024-02-03T04:30:40,True
2024-02-03T04:30:40,True
2024-02-03T04:30:40,True
2024-02-03T04:40:40,True
2024-02-03T04:40:40,True
2024-02-03T04:40:40,True
2024-02-03T04:45:40,True
2024-02-03T04:45:40,True
2024-02-03T04:50:40,True
2024-02-03T04:50:40,True
2024-02-03T04:55:40,True
2024-02-03T05:00:40,True
2024-02-03T05:00:40,True
2024-02-03T05:00:40,True
2024-02-03T05:00:40,True
2024-02-03T05:10:40,True
2024-02-03T05:10:40,True
2024-02-03T05:15:40,True
2024-02-03T05:15:40,True
2024-02-03T05:15:40,True
2024-02-03T05:15:40,True
2024-02-03T05:25:40,True
2024-02-03T05:25:40,True
2024-02-03T05:25:40,True
2024-02-03T05:30:40,True
2024-02-03T05:30:40,True
2024-02-03T05:35:39,True
2024-02-03T05:40:40,True
2024-02-03T05:40:40,True
2024-02-03T05:40:40,True
2024-02-03T05:40:40,True
2024-02-03T05:50:40,True
2024-02-03T05:50:40,True
2024-02-03T05:55:40,True
2024-02-03T05:55:40,True
2024-02-03T05:55:40,True
2024-02-03T05:55:40,True
2024-02-03T06:05:40,True
2024-02-03T06:05:40,True
2024-02-03T06:05:40,True
2024-02-03T06:05:40,True
2024-02-03T06:15:40,True
2024-02-03T06:15:40,True
2024-02-03T06:15:40,True
2024-02-03T06:20:40,True
2024-02-03T06:20:40,True
2024-02-03T06:25:40,True
2024-02-03T06:25:40,True
2024-02-03T06:30:40,True
2024-02-03T06:30:40,True
2024-02-03T06:35:39,True
2024-02-03T06:40:40,True
2024-02-03T06:40:40,True
2024-02-03T06:40:40,True
2024-02-03T06:40:40,True
2024-02-03T06:50:40,True
2024-02-03T06:50:40,True
2024-02-03T06:50:40,True
2024-02-03T06:55:40,True
2024-02-03T06:55:40,True
2024-02-03T07:00:40,True
2024-02-03T07:00:40,True
2024-02-03T07:05:40,True
2024-02-03T07:05:40,True
2024-02-03T07:10:40,True
2024-02-03T07:15:40,True
2024-02-03T07:15:40,True
2024-02-03T07:15:40,True
2024-02-03T07:20:40,True
2024-02-03T07:20:40,True
2024-02-03T07:25:40,True
2024-02-03T07:30:40,True
2024-02-03T07:30:40,True
2024-02-03T07:30:40,True
2024-02-03T07:35:40,True
2024-02-03T07:40:40,True
2024-02-03T07:40:40,True
2024-02-03T07:40:40,True
2024-02-03T07:40:40,True
2024-02-03T07:50:40,True
2024-02-03T07:50:40,True
2024-02-03T07:50:40,True
2024-02-03T07:55:40,True
2024-02-03T07:55:40,True
2024-02-03T08:00:40,True
2024-02-03T08:05:40,True
2024-02-03T08:05:40,True
2024-02-03T08:05:40,True
2024-02-03T08:05:40,True
2024-02-03T08:15:40,True
2024-02-03T08:15:40,True
2024-02-03T08:15:40,True
2024-02-03T08:20:40,True
2024-02-03T08:20:40,True
2024-02-03T08:25:40,True
2024-02-03T08:30:40,True
2024-02-03T08:30:40,True
2024-02-03T08:30:40,True
2024-02-03T08:35:40,True
2024-02-03T08:35:40,True
2024-02-03T08:40:40,True
2024-02-03T08:40:40,True
2024-02-03T08:45:40,True
2024-02-03T08:45:40,True
2024-02-03T08:50:40,True
2024-02-03T08:55:40,True
2024-02-03T08:55:40,True
2024-02-03T08:55:40,True
2024-02-03T08:55:40,True
2024-02-03T09:05:40,True
2024-02-03T09:05:40,True
2024-02-03T09:05:40,True
2024-02-03T09:05:40,True
2024-02-03T09:15:40,True
2024-02-03T09:15:40,True
2024-02-03T09:20:40,True
2024-02-03T09:20:40,True
2024-02-03T09:20:40,True
2024-02-03T09:20:40,True
2024-02-03T09:30:40,True
2024-02-03T09:30:40,True
2024-02-03T09:30:40,True
2024-02-03T09:30:40,True
2024-02-03T09:40:40,True
2024-02-03T09:40:40,True
2024-02-03T09:45:40,True
2024-02-03T09:45:40,True
2024-02-03T09:45:40,True
2024-02-03T09:45:40,True
2024-02-03T09:55:40,True
2024-02-03T09:55:40,True
2024-02-03T10:00:40,True
2024-02-03T10:00:40,True
2024-02-03T10:00:40,True
2024-02-03T10:00:40,True
2024-02-03T10:10:40,True
2024-02-03T10:10:40,True
2024-02-03T10:10:40,True
2024-02-03T10:15:40,True
2024-02-03T10:20:40,True
2024-02-03T10:20:41,True
2024-02-03T10:20:40,True
2024-02-03T10:20:41,True
2024-02-03T10:30:40,True
2024-02-03T10:30:40,True
2024-02-03T10:35:40,True
2024-02-03T10:35:40,True
2024-02-03T10:35:40,True
2024-02-03T10:35:40,True
2024-02-03T10:45:40,True
2024-02-03T10:45:40,True
2024-02-03T10:45:40,True
2024-02-03T10:45:40,True
2024-02-03T10:55:40,True
2024-02-03T10:55:40,True
2024-02-03T10:55:40,True
2024-02-03T11:00:40,True
2024-02-03T11:00:40,True
2024-02-03T11:05:40,True
2024-02-03T11:10:40,True
2024-02-03T11:10:40,True
2024-02-03T11:10:40,True
2024-02-03T11:10:40,True
2024-02-03T11:20:40,True
2024-02-03T11:20:40,True
2024-02-03T11:25:40,True
2024-02-03T11:25:40,True
2024-02-03T11:25:40,True
2024-02-03T11:25:40,True
2024-02-03T11:35:40,True
2024-02-03T11:35:40,True
2024-02-03T11:35:40,True
2024-02-03T11:40:40,True
2024-02-03T11:40:40,True
2024-02-03T11:45:40,True
2024-02-03T11:50:40,True
2024-02-03T11:50:40,True
2024-02-03T11:50:40,True
2024-02-03T11:55:40,True
2024-02-03T11:55:40,True
2024-02-03T12:00:40,True
2024-02-03T12:00:40,True
2024-02-03T12:05:39,True
2024-02-03T12:10:40,True
2024-02-03T12:10:40,True
2024-02-03T12:10:40,True
2024-02-03T12:10:40,True
2024-02-03T12:20:40,True
2024-02-03T12:20:40,True
2024-02-03T12:20:40,True
2024-02-03T12:25:40,True
2024-02-03T12:25:40,True
